"spkid","full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
2514568,"514568 (1994 RC)",2.265,0.6032,4.76,344.28,286.58,0.899,3.63,3.41,8979,0,129,,,19.30
2514571,"514571 (1996 RY3)",1.195,0.1385,36.57,174.23,288.41,1.030,1.36,1.31,7919,0,155,,,20.40
2514596,"514596 (2003 FG)",1.241,0.7150,15.66,6.99,312.92,0.354,2.13,1.38,6588,0,581,,,19.67
2514597,"514597 (2003 MD7)",1.467,0.5945,5.79,200.46,185.31,0.595,2.34,1.78,5858,0,141,,,20.30
2514652,"514652 (2005 SC71)",1.91,0.3827,32.39,196.53,117.86,1.179,2.64,2.64,5901,0,226,,,18.34
2514846,"514846 (2008 EQ7)",1.411,0.2230,5.97,142.43,65.40,1.096,1.73,1.68,3661,0,115,,,22.60
2514914,"514914 (2008 TN26)",1.824,0.6331,9.41,253.59,22.40,0.669,2.98,2.46,3690,1,62,,,20.00
2515010,"515010 (2009 SK2)",1.719,0.4715,38.23,23.93,257.13,0.909,2.53,2.25,3823,0,112,,,18.96
2515049,"515049 (2010 FL)",1.918,0.6551,11.40,66.63,214.08,0.662,3.18,2.66,5854,0,182,,,19.30
2515082,"515082 (2010 TM3)",1.427,0.2176,8.60,30.02,25.52,1.116,1.74,1.7,13295,0,218,,,20.60
2515335,"515335 (2013 AW60)",1.799,0.4193,28.17,127.85,278.52,1.045,2.55,2.41,2398,1,108,,,18.80
2515446,"515446 (2013 UG5)",1.558,0.2883,23.33,37.67,79.97,1.109,2.01,1.94,2405,0,211,,,20.37
2515639,"515639 (2014 MK27)",1.039,0.3391,8.48,69.54,349.45,0.687,1.39,1.06,1416,1,74,,,21.50
2515742,"515742 (2015 CU)",0.9713,0.2039,35.38,154.07,197.83,0.773,1.17,0.957,1126,1,177,,,20.80
2515767,"515767 (2015 JA2)",1.034,0.3493,16.42,126.62,246.21,0.673,1.40,1.05,1738,1,168,,,21.10
2516154,"516154 (2016 CL32)",1.543,0.4599,12.21,123.51,292.92,0.834,2.25,1.92,2273,0,271,,,19.36
2516155,"516155 (2016 DP)",1.023,0.4771,13.33,54.38,254.01,0.535,1.51,1.03,2182,1,337,,,20.16
2516396,"516396 (2000 WY28)",1.638,0.2894,19.45,63.30,357.42,1.164,2.11,2.1,7729,0,215,,,20.64
2516398,"516398 (2001 HW15)",1.525,0.2528,18.99,56.50,194.82,1.140,1.91,1.88,7121,0,180,,,20.30
2516420,"516420 (2003 FS2)",2.413,0.5033,13.36,191.98,27.80,1.198,3.63,3.75,5562,0,440,,,18.80
2516423,"516423 (2003 JC11)",2.927,0.5588,21.03,74.21,71.13,1.291,4.56,5.01,5499,0,79,,,18.50
2516428,"516428 (2003 UR12)",2.432,0.5671,60.48,193.97,122.27,1.053,3.81,3.79,6765,0,139,,,17.90
2516435,"516435 (2004 FJ29)",0.9133,0.3492,33.44,195.43,210.26,0.594,1.23,0.873,5150,0,157,,,21.30
2516454,"516454 (2005 FN4)",2.665,0.7639,29.32,190.49,105.71,0.629,4.70,4.35,4982,0,204,,,18.60
2516457,"516457 (2005 HM3)",1.678,0.3102,28.33,209.21,4.20,1.158,2.20,2.17,4823,0,150,,,19.80
2516641,"516641 (2008 GB110)",1.838,0.3261,36.13,203.54,315.13,1.239,2.44,2.49,3715,0,165,,,19.70
2516734,"516734 (2009 FG1)",1.194,0.2721,69.82,5.03,11.64,0.869,1.52,1.3,4770,0,121,,,19.04
2516803,"516803 (2010 JG88)",1.374,0.3846,30.61,213.35,106.07,0.845,1.90,1.61,3104,0,216,,,19.50
2516868,"516868 (2011 GC60)",1.773,0.4029,44.66,16.40,241.49,1.059,2.49,2.36,2567,0,138,,,19.00
2516976,"516976 (2012 HM1)",2.069,0.4808,7.57,211.84,71.99,1.074,3.06,2.98,3463,0,294,,,21.36
2516984,"516984 (2012 PN28)",1.781,0.5316,24.49,319.07,174.87,0.834,2.73,2.38,3339,1,96,,,18.10
2516986,"516986 (2012 QP10)",1.754,0.3544,15.66,133.26,271.68,1.132,2.38,2.32,5830,0,205,,,19.53
2517046,"517046 (2013 AA53)",1.282,0.6672,27.87,98.37,195.94,0.427,2.14,1.45,3284,1,79,,,19.54
2517103,"517103 (2013 EM20)",1.371,0.3179,8.36,73.89,350.14,0.935,1.81,1.61,8795,0,213,,,19.94
2517681,"517681 (2015 DE198)",2.063,0.5829,12.25,33.24,218.18,0.860,3.26,2.96,25074,0,325,,,18.91
2517829,"517829 (2015 RL82)",2.135,0.6137,8.52,81.04,167.55,0.825,3.45,3.12,2093,0,245,,,18.38
2518424,"518424 (2000 WK107)",2.592,0.5423,24.16,233.65,271.96,1.186,4.00,4.17,7821,0,257,,,18.27
2518426,"518426 (2002 ON4)",2.177,0.4041,10.46,134.84,160.96,1.297,3.06,3.21,6857,0,190,,,19.03
2518440,"518440 (2004 CL1)",1.981,0.5336,15.16,3.18,187.52,0.924,3.04,2.79,5211,0,94,,,19.40
2518463,"518463 (2005 JY80)",2.639,0.5616,18.23,117.89,212.46,1.157,4.12,4.29,6196,0,621,,,16.91
2518469,"518469 (2005 LH8)",2.66,0.5488,15.73,86.65,180.44,1.200,4.12,4.34,15640,0,89,,,18.70
2518507,"518507 (2006 EE1)",1.203,0.2763,36.41,154.22,278.03,0.870,1.54,1.32,5866,0,266,,,19.80
2518635,"518635 (2008 HO3)",2.918,0.6506,14.07,206.05,128.92,1.019,4.82,4.98,3903,0,545,,,18.10
2518638,"518638 (2008 JP14)",1.854,0.6189,10.71,129.06,206.42,0.707,3.00,2.53,3882,0,177,,,19.30
2518640,"518640 (2008 KZ5)",1.843,0.4541,8.37,142.61,194.36,1.006,2.68,2.5,3819,0,360,,,20.11
2518646,"518646 (2008 QD1)",2.253,0.4465,6.91,72.70,261.13,1.247,3.26,3.38,4660,0,120,,,19.00
2518678,"518678 (2008 UZ94)",2.192,0.5722,30.24,248.24,159.66,0.938,3.45,3.24,4836,0,366,1,0,17.40
2518735,"518735 (2009 JL1)",1.18,0.1707,11.51,69.52,289.62,0.979,1.38,1.28,3554,0,200,,,21.10
2518737,"518737 (2009 OO9)",1.624,0.8118,13.60,134.98,322.18,0.306,2.94,2.07,3958,0,96,,,18.92
2518771,"518771 (2009 WL1)",1.786,0.3348,29.02,64.99,323.03,1.188,2.38,2.39,4468,0,255,,,18.54
2518810,"518810 (2010 CF19)",1.193,0.2698,7.18,154.72,265.30,0.871,1.51,1.3,3020,0,180,0,1,21.70
2518847,"518847 (2010 DM)",2.08,0.8400,5.01,140.79,220.98,0.333,3.83,3,7946,0,98,,,19.04
2519307,"519307 (2011 EF15)",2.306,0.4427,0.26,359.27,232.52,1.285,3.33,3.5,2623,0,52,,,20.10
2519354,"519354 (2011 KR12)",1.008,0.3804,7.42,20.28,1.54,0.624,1.39,1.01,3987,1,184,,,21.51
2519504,"519504 (2012 EU14)",2.084,0.4793,22.63,185.01,88.68,1.085,3.08,3.01,3311,0,74,,,20.30
2519824,"519824 (2013 JY35)",1.386,0.6687,30.63,226.60,222.84,0.459,2.31,1.63,1827,1,133,,,19.30
2520585,"520585 (2014 OA2)",1.603,0.2665,6.18,118.76,184.58,1.176,2.03,2.03,2127,0,286,,,21.50
2520808,"520808 (2014 TF64)",1.613,0.4182,52.67,217.97,114.25,0.939,2.29,2.05,3716,0,180,,,20.05
2520862,"520862 (2014 WG7)",1.627,0.2954,35.35,56.54,251.20,1.147,2.11,2.08,2056,0,94,,,20.74
2522684,"522684 (2016 JP)",0.9941,0.3834,11.33,202.58,255.67,0.613,1.38,0.991,1871,0,626,2,0,21.13
2523585,"523585 (1998 MW5)",1.023,0.3629,6.29,80.22,26.82,0.652,1.39,1.04,8501,0,196,,,19.06
2523586,"523586 (1999 LK1)",0.9068,0.3326,11.93,239.95,223.62,0.605,1.21,0.864,7357,0,105,,,22.10
2523587,"523587 (1999 VQ11)",2.804,0.5979,7.95,26.68,353.25,1.128,4.48,4.7,7021,0,357,,,17.52
2523589,"523589 (2001 HA4)",2.688,0.7934,17.18,354.06,95.64,0.555,4.82,4.41,6306,0,125,,,17.70
2523590,"523590 (2001 QC96)",1.336,0.3796,20.59,142.96,277.44,0.829,1.84,1.54,7546,0,228,,,21.00
2523592,"523592 (2001 SK276)",3.188,0.5935,20.75,297.68,119.41,1.296,5.08,5.69,6290,0,185,,,17.53
2523593,"523593 (2001 TZ1)",2.011,0.4395,39.61,189.87,149.30,1.127,2.89,2.85,7373,0,176,,,19.19
2523594,"523594 (2001 YO3)",1.34,0.1658,13.12,272.76,129.62,1.118,1.56,1.55,6073,0,35,,,22.80
2523595,"523595 (2002 OS4)",1.924,0.4536,26.81,289.45,102.17,1.051,2.80,2.67,7138,0,756,,,18.30
2523596,"523596 (2002 PH80)",2.169,0.4584,6.42,351.15,331.31,1.174,3.16,3.19,5932,0,215,,,19.49
2523598,"523598 (2003 ED50)",1.416,0.5466,33.73,173.51,93.99,0.642,2.19,1.68,5666,0,145,,,20.80
2523599,"523599 (2003 RM)",2.922,0.6010,10.86,336.65,324.63,1.166,4.68,5,3680,0,190,,,19.74
2523600,"523600 (2003 RC2)",1.525,0.3712,42.32,165.64,273.15,0.959,2.09,1.88,6433,0,178,,,19.46
2523602,"523602 (2004 LH)",1.765,0.3270,39.55,248.68,341.45,1.188,2.34,2.34,6380,0,312,,,18.78
2523603,"523603 (2004 QJ7)",1.444,0.3300,14.51,25.53,63.58,0.967,1.92,1.73,5396,0,801,,,18.61
2523604,"523604 (2004 QB17)",2.293,0.5027,4.82,289.04,148.75,1.140,3.45,3.47,6166,0,692,,,18.44
2523605,"523605 (2004 RX10)",0.9199,0.3514,5.96,173.62,334.12,0.597,1.24,0.882,5505,0,200,,,21.30
2523606,"523606 (2005 CJ)",1.749,0.5254,1.08,357.85,81.96,0.830,2.67,2.31,5339,0,360,,,20.20
2523607,"523607 (2005 CS6)",2.615,0.5499,23.50,313.95,268.88,1.177,4.05,4.23,6289,0,198,,,18.04
2523608,"523608 (2005 EZ29)",1.88,0.4245,6.86,158.46,22.13,1.082,2.68,2.58,4852,0,113,,,20.34
2523609,"523609 (2005 PJ2)",1.198,0.6593,17.43,326.45,128.88,0.408,1.99,1.31,4760,0,167,,,19.40
2523610,"523610 (2005 TG)",2.667,0.5403,11.11,230.92,190.83,1.226,4.11,4.36,4933,0,178,,,18.18
2523611,"523611 (2005 UY5)",2.227,0.4177,7.13,56.52,261.98,1.297,3.16,3.32,5650,0,131,,,18.60
2523612,"523612 (2006 BH)",3.239,0.6446,31.08,306.10,249.18,1.151,5.33,5.83,4602,0,97,,,18.20
2523613,"523613 (2006 SJ198)",2.091,0.4550,2.42,266.56,212.83,1.139,3.04,3.02,5489,2,73,,,17.94
2523614,"523614 (2006 TH7)",2.51,0.8384,18.94,161.41,338.25,0.406,4.62,3.98,4402,0,91,,,19.10
2523616,"523616 (2007 LC15)",1.313,0.7383,28.37,107.08,341.18,0.344,2.28,1.51,5138,1,80,,,18.71
2523619,"523619 (2007 RX19)",1.956,0.5326,40.47,349.45,97.10,0.914,3.00,2.74,4225,0,371,,,18.50
2523621,"523621 (2007 TK8)",1.497,0.1599,3.10,217.03,171.97,1.257,1.74,1.83,4871,0,235,,,21.17
2523623,"523623 (2008 CB22)",2.366,0.6530,7.27,51.19,33.39,0.821,3.91,3.64,4093,0,161,,,19.60
2523625,"523625 (2008 DG17)",1.837,0.4501,41.10,324.38,215.07,1.010,2.66,2.49,3742,0,274,1,0,19.60
2523626,"523626 (2008 PH9)",2.914,0.5599,35.62,341.25,247.90,1.283,4.55,4.98,3717,0,97,,,16.60
2523628,"523628 (2008 RT26)",2.245,0.4618,2.22,7.07,30.73,1.208,3.28,3.36,3770,0,342,,,19.46
2523630,"523630 (2009 OG)",2.704,0.8585,48.39,309.40,114.16,0.383,5.03,4.45,3294,0,270,,,16.20
2523631,"523631 (2009 SX1)",1.722,0.4471,8.29,335.03,115.39,0.952,2.49,2.26,6587,0,577,,,18.95
2523632,"523632 (2009 UX17)",1.189,0.0835,10.80,216.12,278.46,1.090,1.29,1.3,3244,0,261,,,21.50
2523633,"523633 (2009 XR2)",1.491,0.2889,26.72,271.49,131.06,1.060,1.92,1.82,7351,0,535,,,18.61
2523636,"523636 (2010 EX119)",1.903,0.5951,15.57,211.84,22.28,0.770,3.04,2.62,3127,0,98,,,19.30
2523637,"523637 (2010 LT108)",1.349,0.3708,31.88,161.14,9.46,0.849,1.85,1.57,4013,0,85,,,19.56
2523638,"523638 (2010 MQ1)",1.938,0.5078,37.33,284.44,285.57,0.954,2.92,2.7,3089,0,49,,,20.40
2523641,"523641 (2010 RO82)",2.509,0.6077,18.09,21.22,66.52,0.984,4.03,3.98,3156,0,292,,,17.02
2523648,"523648 (2010 WP8)",2.003,0.4423,18.15,269.76,218.43,1.117,2.89,2.83,5035,0,230,,,18.33
2523650,"523650 (2011 GQ61)",1.59,0.4124,65.17,333.52,155.08,0.934,2.25,2.01,3444,0,73,,,18.54
2523651,"523651 (2011 GA62)",2.287,0.4982,9.97,264.27,12.53,1.148,3.43,3.46,2741,0,478,,,18.90
2523654,"523654 (2011 SR5)",1.178,0.7057,29.13,180.11,305.56,0.347,2.01,1.28,3266,0,223,,,20.70
2523656,"523656 (2011 WO4)",1.737,0.4974,60.93,225.18,236.01,0.873,2.60,2.29,2732,0,115,,,19.30
2523657,"523657 (2012 DJ4)",1.795,0.3397,7.85,155.29,271.48,1.185,2.40,2.41,2432,0,82,,,20.40
2523660,"523660 (2012 KY41)",2.032,0.4720,23.06,220.89,144.15,1.073,2.99,2.9,3539,0,106,,,18.25
2523661,"523661 (2012 LF11)",0.8969,0.4832,11.66,222.16,263.58,0.464,1.33,0.849,2632,0,235,,,20.80
2523662,"523662 (2012 MU2)",2.055,0.5140,11.22,250.31,16.62,0.999,3.11,2.95,2277,0,216,0,1,20.80
2523663,"523663 (2012 OZ)",2.125,0.3963,21.84,123.68,224.75,1.283,2.97,3.1,2149,0,174,,,20.10
2523664,"523664 (2012 OD1)",0.8287,0.5027,42.27,303.74,224.36,0.412,1.25,0.754,3340,0,744,,,18.54
2523665,"523665 (2012 RF15)",2.055,0.4074,5.37,29.03,297.90,1.218,2.89,2.94,3361,0,309,,,20.06
2523666,"523666 (2012 RS16)",2.1,0.4360,5.03,219.00,99.66,1.184,3.02,3.04,3164,0,193,,,21.20
2523667,"523667 (2012 TM139)",2.115,0.4423,4.49,283.88,45.61,1.180,3.05,3.08,2100,0,505,,,19.70
2523668,"523668 (2012 UV27)",2.104,0.4397,5.17,305.46,349.45,1.179,3.03,3.05,3301,0,300,,,19.67
2523669,"523669 (2012 XS134)",2.168,0.4694,20.40,73.64,290.57,1.151,3.19,3.19,2039,0,187,,,18.40
2523670,"523670 (2013 EP41)",1.709,0.2511,23.07,166.71,173.10,1.280,2.14,2.23,3310,0,273,,,19.30
2523679,"523679 (2013 YB38)",2.232,0.4970,22.98,248.73,306.45,1.123,3.34,3.33,10002,0,158,,,17.87
2523685,"523685 (2014 DN112)",1.849,0.4937,4.30,260.22,145.85,0.936,2.76,2.51,1783,0,107,,,20.03
2523694,"523694 (2014 GF50)",1.542,0.2146,8.18,86.25,202.91,1.211,1.87,1.91,2414,1,94,,,20.70
2523707,"523707 (2014 JM25)",1.565,0.1909,8.48,93.36,206.17,1.266,1.86,1.96,2357,0,86,,,21.43
2523728,"523728 (2014 ON344)",1.004,0.3418,25.69,127.07,335.93,0.661,1.35,1.01,2177,1,58,,,22.59
2523732,"523732 (2014 PG51)",1.206,0.4528,3.79,275.81,294.06,0.660,1.75,1.32,4103,0,169,,,20.68
2523737,"523737 (2014 RC11)",1.559,0.2448,19.54,172.14,243.20,1.178,1.94,1.95,2379,0,133,,,20.66
2523747,"523747 (2014 US192)",2.203,0.7596,14.66,175.02,340.62,0.530,3.88,3.27,1408,0,220,,,18.80
2523775,"523775 (2014 YB35)",1.876,0.4840,12.65,3.73,188.63,0.968,2.78,2.57,1965,0,735,1,2,19.00
2523779,"523779 (2015 AX16)",2.454,0.5557,9.26,182.20,220.98,1.090,3.82,3.84,6956,0,364,,,18.04
2523781,"523781 (2015 BV92)",1.661,0.2897,12.63,320.17,169.26,1.180,2.14,2.14,1327,1,125,,,19.90
2523786,"523786 (2015 DP)",1.989,0.3661,59.48,145.34,93.16,1.261,2.72,2.8,2438,0,138,,,18.43
2523788,"523788 (2015 FP118)",2.12,0.5503,2.68,201.36,108.15,0.953,3.29,3.09,2417,0,727,4,0,19.44
2523792,"523792 (2015 MR101)",1.336,0.5223,32.13,274.92,188.89,0.638,2.03,1.54,2158,1,73,,,18.40
2523795,"523795 (2015 TQ178)",2.137,0.4828,3.71,262.85,46.82,1.105,3.17,3.12,9096,0,51,,,20.40
2523796,"523796 (2016 LE51)",1.096,0.6613,30.94,91.87,342.84,0.371,1.82,1.15,729,3,52,,,20.00
2523799,"523799 (2017 DO36)",1.755,0.3681,57.31,138.25,227.95,1.109,2.40,2.33,9564,0,127,,,17.87
2523801,"523801 (1993 TQ2)",1.986,0.4189,6.04,13.21,77.86,1.154,2.82,2.8,10399,0,486,,,20.00
2523802,"523802 (1998 KH9)",2.202,0.4594,17.67,82.62,185.43,1.191,3.21,3.27,8478,0,227,,,18.49
2523803,"523803 (1999 RV2)",2.435,0.5116,4.76,334.25,45.09,1.189,3.68,3.8,7091,0,357,,,18.70
2523804,"523804 (2000 YF29)",1.492,0.3715,6.30,124.77,28.05,0.938,2.05,1.82,7527,0,484,2,2,20.23
2523805,"523805 (2001 QA143)",2.26,0.4930,6.83,305.32,98.51,1.146,3.37,3.4,6383,0,357,,,19.90
2523806,"523806 (2002 WW17)",3.031,0.6534,18.31,70.68,91.98,1.051,5.01,5.28,6047,0,246,,,17.26
2523807,"523807 (2003 LG)",1.911,0.7358,11.90,124.49,18.86,0.505,3.32,2.64,5845,0,207,,,18.45
2523808,"523808 (2007 ML24)",0.7586,0.3586,33.44,281.88,201.47,0.487,1.03,0.661,4117,1,35,,,19.30
2523809,"523809 (2007 TV18)",1.238,0.3481,0.93,353.25,289.35,0.807,1.67,1.38,4024,0,107,,,23.80
2523810,"523810 (2008 RG98)",2.191,0.7678,10.73,340.04,168.54,0.509,3.87,3.24,6315,0,326,,,17.24
2523811,"523811 (2008 TQ2)",1.843,0.4197,3.87,225.34,235.49,1.070,2.62,2.5,3835,0,330,,,20.90
2523812,"523812 (2008 TY3)",1.839,0.3918,3.25,25.40,327.51,1.118,2.56,2.49,3691,0,84,,,23.90
2523813,"523813 (2008 VB1)",1.278,0.2752,10.32,50.36,136.91,0.926,1.63,1.44,5971,0,142,,,20.65
2523814,"523814 (2008 WN2)",1.418,0.3120,3.75,227.11,283.38,0.976,1.86,1.69,3618,0,260,,,20.70
2523815,"523815 (2009 HW44)",2.686,0.5926,41.10,37.82,296.63,1.095,4.28,4.4,4735,0,212,,,17.60
2523816,"523816 (2009 ST103)",2.699,0.7186,15.74,226.53,234.63,0.759,4.64,4.43,6790,0,140,,,18.10
2523817,"523817 (2009 TK)",1.307,0.2039,20.17,192.73,181.46,1.041,1.57,1.49,3284,0,175,,,22.30
2523818,"523818 (2010 SH13)",1.206,0.1370,13.86,190.59,10.94,1.041,1.37,1.32,2965,1,126,,,21.20
2523819,"523819 (2010 VB72)",1.218,0.0673,16.06,196.83,337.83,1.136,1.30,1.34,2920,0,148,,,20.90
2523820,"523820 (2011 GN44)",2.244,0.5982,55.02,16.93,319.37,0.902,3.59,3.36,3689,0,124,,,18.30
2523821,"523821 (2011 RF)",1.767,0.2958,9.52,233.50,107.64,1.244,2.29,2.35,2629,0,112,,,20.50
2523822,"523822 (2012 DG61)",3.254,0.7373,15.32,69.99,186.18,0.855,5.65,5.87,2416,0,249,,,18.09
2523823,"523823 (2015 BG311)",2.567,0.5687,5.74,238.89,127.24,1.107,4.03,4.11,6432,0,116,,,18.40
2523824,"523824 (2016 RO1)",1.554,0.3330,13.68,261.59,187.55,1.037,2.07,1.94,2272,0,345,,,19.66
2523826,"523826 (1990 UP)",1.33,0.1707,28.22,33.19,294.25,1.103,1.56,1.53,11502,0,176,,,20.36
2523828,"523828 (1992 BC)",1.421,0.3524,14.35,123.34,77.22,0.920,1.92,1.69,10842,0,174,,,19.97
2523915,"523915 (1997 VM4)",2.618,0.8148,14.27,45.13,125.19,0.485,4.75,4.24,7903,0,253,,,18.20
2523934,"523934 (1998 FF14)",1.253,0.3123,38.69,359.84,301.13,0.862,1.64,1.4,7881,0,122,0,1,20.60
2523941,"523941 (1998 HK49)",1.382,0.3316,7.62,57.28,81.58,0.924,1.84,1.62,7504,0,94,,,22.30
2523945,"523945 (1998 RN1)",2.608,0.5911,26.90,345.04,303.42,1.066,4.15,4.21,7747,0,96,,,18.70
2523950,"523950 (1998 SZ27)",0.9053,0.5067,23.64,166.70,47.72,0.447,1.36,0.861,7383,0,107,,,20.20
2523966,"523966 (1998 YF10)",1.49,0.2475,15.60,85.91,296.51,1.121,1.86,1.82,7314,0,102,,,20.60
2523967,"523967 (1998 YR11)",2.03,0.4763,59.71,112.04,320.90,1.063,3.00,2.89,8499,0,124,,,18.12
2523971,"523971 (1999 AJ39)",1.158,0.2770,10.09,298.51,1.67,0.837,1.48,1.25,7619,0,65,,,21.34
2523972,"523972 (1999 CW8)",2.236,0.5991,33.65,317.00,262.08,0.896,3.58,3.34,7506,0,210,,,18.60
2524150,"524150 (2000 WJ10)",2.069,0.4581,16.03,59.02,42.49,1.121,3.02,2.98,6687,0,91,,,20.30
2524196,"524196 (2001 QP181)",2.239,0.5305,4.52,42.20,229.88,1.051,3.43,3.35,7365,0,395,,,18.61
2524268,"524268 (2001 TO48)",1.873,0.5413,6.84,140.41,151.87,0.859,2.89,2.56,6592,0,134,,,19.90
2524391,"524391 (2002 AD2)",1.423,0.2465,32.40,116.45,343.19,1.072,1.77,1.7,6295,0,77,,,20.70
2524392,"524392 (2002 AU5)",2.02,0.7543,9.18,354.74,21.61,0.496,3.54,2.87,7590,0,315,,,17.85
2524459,"524459 (2002 GA)",2.003,0.5180,12.66,47.44,112.76,0.965,3.04,2.83,6265,0,182,,,20.30
2524471,"524471 (2002 JW15)",0.8988,0.2662,11.77,218.40,175.26,0.660,1.14,0.852,8439,0,264,,,20.40
2524474,"524474 (2002 KJ3)",2.271,0.4879,6.40,47.48,253.09,1.163,3.38,3.42,6254,0,95,,,19.20
2524475,"524475 (2002 KJ4)",2.266,0.5592,27.86,75.65,155.18,0.999,3.53,3.41,6300,0,109,,,19.38
2524498,"524498 (2002 RT112)",2.641,0.5108,4.13,310.22,334.67,1.292,3.99,4.29,6146,0,179,,,18.10
2524516,"524516 (2002 UN)",3.003,0.6102,26.19,33.56,39.83,1.171,4.84,5.2,6041,0,166,,,17.10
2524522,"524522 (2002 VE68)",0.7237,0.4101,9.04,231.48,355.41,0.427,1.02,0.616,5866,0,597,4,6,20.50
2524530,"524530 (2002 XC91)",1.477,0.5900,10.79,102.40,225.66,0.606,2.35,1.8,6610,0,213,,,19.73
2524536,"524536 (2003 AO4)",2.166,0.4517,21.08,306.40,112.13,1.187,3.14,3.19,6966,0,216,,,19.09
2524594,"524594 (2003 NW1)",2.423,0.6434,6.16,265.07,118.81,0.864,3.98,3.77,5687,0,358,2,1,18.69
2524597,"524597 (2003 OQ13)",1.302,0.1606,16.15,123.74,152.84,1.093,1.51,1.49,6761,0,123,,,20.50
2524599,"524599 (2003 PC11)",2.856,0.5841,22.97,342.14,10.25,1.188,4.52,4.83,5652,0,110,,,17.11
2524603,"524603 (2003 QA31)",1.736,0.5473,8.34,169.30,90.60,0.786,2.69,2.29,6091,0,229,,,19.40
2524974,"524974 (2004 PX27)",2.28,0.4939,22.16,330.70,45.67,1.154,3.41,3.44,5296,0,127,,,18.40
2525229,"525229 (2004 UU1)",1.226,0.2736,29.96,217.77,113.61,0.891,1.56,1.36,5330,0,100,,,21.20
2525231,"525231 (2004 VB)",1.459,0.4091,10.86,52.36,71.59,0.862,2.06,1.76,5293,0,452,1,1,20.80
2525234,"525234 (2004 VB17)",1.753,0.2964,23.65,232.74,200.50,1.234,2.27,2.32,5261,0,95,,,19.70
2525268,"525268 (2004 XL14)",0.7596,0.4103,21.46,85.61,157.58,0.448,1.07,0.662,5109,0,276,2,2,21.30
2525319,"525319 (2004 YU5)",2.31,0.4521,24.18,304.31,141.49,1.266,3.35,3.51,5161,0,183,,,19.00
2525356,"525356 (2005 BG14)",1.993,0.7275,21.68,94.97,280.96,0.543,3.44,2.81,6273,0,190,,,18.68
2525364,"525364 (2005 CL7)",1.049,0.1005,31.28,136.59,201.44,0.944,1.15,1.07,5528,0,279,4,2,19.63
2525477,"525477 (2005 FC3)",1.974,0.5882,9.87,157.99,88.35,0.813,3.14,2.77,5356,0,432,,,19.29
2525484,"525484 (2005 GL)",1.056,0.3063,15.90,43.61,265.35,0.733,1.38,1.09,5727,0,145,,,21.28
2525498,"525498 (2005 GE60)",0.9588,0.2458,5.57,229.72,112.87,0.723,1.19,0.939,5495,0,111,,,22.11
2525552,"525552 (2005 JB)",2.005,0.4517,36.62,217.89,1.16,1.099,2.91,2.84,6196,0,270,,,18.91
2526238,"526238 (2005 YY36)",1.893,0.3955,4.60,275.09,214.42,1.144,2.64,2.6,4875,0,330,,,19.50
2526449,"526449 (2006 OH15)",1.512,0.2950,37.01,122.91,76.91,1.066,1.96,1.86,5455,0,247,,,18.94
2526587,"526587 (2006 TB)",1.562,0.3246,27.57,169.31,180.97,1.055,2.07,1.95,5248,0,45,,,20.03
2526670,"526670 (2006 UL217)",1.43,0.3487,9.92,45.19,310.10,0.931,1.93,1.71,4453,0,233,,,20.80
2526742,"526742 (2006 WR127)",0.907,0.3759,16.79,260.79,351.48,0.566,1.25,0.864,9506,0,166,,,20.30
2526798,"526798 (2007 AA9)",0.8582,0.4204,6.80,270.86,55.90,0.497,1.22,0.795,4444,1,68,,,22.40
2526825,"526825 (2007 CK26)",1.796,0.4634,32.40,147.31,97.56,0.964,2.63,2.41,8787,0,354,,,19.00
2526826,"526826 (2007 CA27)",0.8657,0.3437,29.97,122.97,200.07,0.568,1.16,0.805,4375,0,108,,,21.30
2526878,"526878 (2007 FE)",1.794,0.4568,7.00,122.64,135.23,0.974,2.61,2.4,6474,0,134,,,19.41
2526898,"526898 (2007 HR)",1.067,0.7415,11.98,32.72,13.09,0.276,1.86,1.1,4391,0,114,,,20.60
2527115,"527115 (2007 TD14)",2.363,0.4663,4.79,185.83,127.29,1.261,3.47,3.63,8101,0,68,,,18.90
2527671,"527671 (2007 WF55)",2.398,0.5294,19.72,280.53,112.04,1.129,3.67,3.71,4055,0,163,,,19.10
2527715,"527715 (2007 YQ56)",1.141,0.2881,26.45,276.02,273.06,0.812,1.47,1.22,4171,0,216,,,19.90
2527841,"527841 (2008 CR1)",1.149,0.4622,45.78,315.51,339.71,0.618,1.68,1.23,4020,1,88,,,19.60
2527959,"527959 (2008 EB32)",1.968,0.4130,5.37,182.25,48.29,1.155,2.78,2.76,4033,0,105,,,19.45
2527977,"527977 (2008 EY68)",0.745,0.7600,19.79,175.48,198.99,0.179,1.31,0.643,4794,1,94,,,22.30
2528159,"528159 (2008 HS3)",1.35,0.2254,8.17,227.70,4.99,1.046,1.65,1.57,4119,0,739,1,0,21.55
2528284,"528284 (2008 SW11)",1.134,0.4083,7.44,28.79,207.02,0.671,1.60,1.21,4404,0,138,,,21.19
2528507,"528507 (2008 UC95)",2.21,0.4856,8.42,83.26,340.99,1.137,3.28,3.29,4867,0,262,,,18.68
2528609,"528609 (2008 VU4)",2.372,0.7743,11.97,290.93,23.46,0.535,4.21,3.65,4094,0,348,,,17.60
